Subgroup,Diameter_mm
61,20.046496193671565
61,20.02388690175588
61,19.996810174174367
61,19.974077985036416
61,19.941939313736427
62,19.978831611114614
62,19.915935533995874
62,19.98322460009198
62,19.991746401111342
62,19.967337902741008
63,19.94361784618946
63,19.9238532707371
63,19.98960993933641
63,19.957535050687312
63,20.069655118592635
64,20.028386395261197
64,19.995740182157203
64,20.002065157105964
64,20.025485216565443
64,19.965434120874928
65,19.976880665117875
65,20.017527321441477
65,20.008003650137397
65,20.040981526714834
65,20.020552763777136
66,19.916855314755708
66,20.031610300476217
66,19.996758156603878
66,19.963009592256444
66,20.076375645365285
67,20.0019305358944
67,20.00587023000749
67,19.964409932657734
67,19.97632328630613
67,20.047969260727832
68,19.989058283908285
68,20.04859909385868
68,20.036942204380647
68,19.975361917094794
68,20.08607506559881
69,20.061874093001848
69,19.972009680737177
69,20.031726163052205
69,19.99540650270323
69,20.053957731133245
70,19.959314436598152
70,19.980855691930405
70,19.984324973610097
70,20.060254683539466
70,20.02502442947723
71,20.00875608199015
71,19.993207731366883
71,19.981948047502183
71,19.98872385859677
71,19.90745824562673
72,19.983339591017653
72,20.06133586774524
72,20.034267072232602
72,20.019518419100034
72,20.045102426061675
73,19.976467737337856
73,20.01107552804317
73,19.972574603146846
73,20.01670478950629
73,20.07355021323801
74,19.95722575903614
74,19.965426674372488
74,19.978406372831536
74,19.95312381224255
74,20.01196122944666
75,20.01042427059088
75,19.949574427330692
75,20.098136904084793
75,19.932737914259228
75,20.057629691022473
76,20.019255752887943
76,19.98016162097462
76,20.00021123245751
76,19.952197760138898
76,20.03258994739855
77,19.97844290756676
77,20.10284241095179
77,19.98729193751145
77,19.98686386551684
77,19.96539427459893
78,19.980209800768463
78,20.04987703230382
78,20.008300851102177
78,20.014792680868048
78,19.91220814073292
79,19.977332658130113
79,20.041816756178495
79,20.016366556515166
79,20.027290358424924
79,20.042815723045504
80,19.946797224576716
80,20.07391688592669
80,19.968640952633052
80,19.980734360012782
80,19.97718671394067
81,19.913887664864056
81,20.039540743625967
81,20.02533646229739
81,20.01918132287994
81,19.955853961280045
82,19.971200366644776
82,20.09516669662962
82,20.00924629624661
82,19.971113706144646
82,19.99916418053165
83,19.957213668881113
83,20.065944304272172
83,19.998094865608962
83,20.03284452195972
83,19.97344038324669
84,20.026949607411392
84,19.96084963858636
84,20.00857158685229
84,20.01122461255737
84,19.966803178161374
85,20.049457550458264
85,20.037267344056975
85,19.99660485981205
85,19.935279463520104
85,20.042982631965888
86,20.01783002986393
86,19.98208476501891
86,19.93185804424184
86,20.021937881042657
86,19.948537126174536
87,19.986858447117157
87,20.096143341936
87,19.967050142044474
87,20.004583937387302
87,20.025542441899365
88,19.974838011659205
88,20.017896135966247
88,20.003566881961053
88,19.98846736138707
88,19.923475889015286
89,19.941793317098583
89,19.990878665080498
89,20.018985678391623
89,19.928709550432764
89,19.877477524354585
90,20.066813356030778
90,20.036521537235306
90,19.89275827208322
90,19.991247981571522
90,20.00611630972007
91,19.958294828890068
91,20.06128793244121
91,20.12927176232283
91,19.946228605104757
91,19.96545933303341
92,19.925272468229352
92,19.973718782270726
92,19.955285156649364
92,20.007736105003655
92,19.94960054405515
93,20.063679044934833
93,20.055324815769453
93,19.916583560461522
93,19.947331929517357
93,19.96525054586936
94,20.02402163057161
94,20.049690305999274
94,19.986904075629706
94,19.947516901847628
94,19.98882916451856
95,20.00322210204148
95,20.039306623671948
95,19.949717387922107
95,20.0005541550269
95,20.01916202478517
96,20.007384574284192
96,20.02982272097919
96,19.986765800792597
96,20.046361037223395
96,20.01209267267691
97,19.99423107887904
97,20.00601132260073
97,19.986698721111182
97,20.00831869439615
97,19.981216494920076
98,20.015626287144894
98,19.933712217806935
98,19.964752956838847
98,19.933051096376797
98,20.04857090696826
99,20.064073822367543
99,19.96267173357799
99,20.009883132477277
99,20.047133975246407
99,19.971935516740263
100,20.076266428028205
100,20.024027980572107
100,20.06206490202084
100,19.966254811141027
100,20.10474768477259
