Subgroup,Diameter_mm
101,20.031098919277614
101,20.046601603563364
101,20.135973231126652
101,20.027163496166754
101,19.988962967838592
102,19.965108695647718
102,19.971143278648185
102,20.01635255628912
102,19.974388669260136
102,20.06350948001647
103,19.85973965832131
103,20.002647801492188
103,20.032764038244277
103,19.949447246086226
103,19.957823966304936
104,19.953245776869746
104,20.04062224818105
104,19.990651990021096
104,19.976985668772965
104,20.024035635059676
105,19.977613526143898
105,19.973760905049726
105,20.073329486417986
105,19.955133415875576
105,20.00514563391713
106,19.943878928762924
106,20.044046104168736
106,19.979835639137
106,19.991106292940472
106,20.040261756967016
107,20.06202169942162
107,19.967044413396522
107,19.99767655119522
107,19.987081114711465
107,20.113631388704526
108,19.93655702582308
108,19.92758159628591
108,19.98799534880806
108,20.01358255904014
108,20.021709917474254
109,20.040608055353033
109,19.954855851299055
109,20.032276705909894
109,20.07273632551143
109,20.01441491502876
110,20.05999167637155
110,20.069197019123337
110,19.93403080552567
110,20.00719910096569
110,20.03914613119059
111,20.007116146276516
111,19.960241123330054
111,19.926931360655626
111,19.990608507385453
111,20.041081075392405
112,20.06133174991325
112,20.00645194235989
112,20.01129223867479
112,20.045487181714538
112,19.949014948922574
113,20.038953499435628
113,20.041747801116244
113,20.041381159552152
113,19.968924803657917
113,19.988793922965183
114,20.009628676107976
114,19.965741099589952
114,19.932863516929608
114,20.026291483335804
114,20.028671761985144
115,19.989599215670715
115,20.035169907845926
115,19.90459830773294
115,20.090924927972324
115,19.99143801435678
116,19.97479592826644
116,19.99748797608895
116,20.08412116995913
116,19.965861184655935
116,20.013665773404913
117,19.982199548090563
117,20.02928911337178
117,19.969914492071943
117,19.964794539253116
117,19.964175048674008
118,20.052023847206275
118,19.98250899593779
118,19.914627627313774
118,19.989241602161364
118,20.000363742268142
119,20.01221735452083
119,20.00680216106066
119,20.007414918919363
119,19.899868402593253
119,20.032245314497853
120,19.976212447779144
120,20.042316533072576
120,19.97268065810186
120,20.043442279985523
120,19.96944121630824
121,19.978907729748684
121,19.97085095251227
121,20.06974769851654
121,19.989748562416423
121,20.022925520543556
122,20.003494091868202
122,20.01531240927518
122,20.035600200287327
122,20.07903327980009
122,20.06281507900082
123,20.042696725217287
123,19.999905955875377
123,20.028712943027553
123,19.980243589683134
123,19.946477802175153
124,20.024137031522915
124,20.020675813529362
124,19.96150918374464
124,20.0115958595963
124,19.982386960340055
125,19.968482921223362
125,20.065870950744163
125,19.938699828359532
125,19.952746499459654
125,19.938916367196825
126,19.961607691033823
126,19.96860478167113
126,19.935028922074228
126,20.006211255044843
126,20.055670867739163
127,19.97270429850349
127,20.00552267060798
127,19.953144203085625
127,19.956948126784393
127,20.025525780989472
128,19.97282738204367
128,19.957877253329613
128,19.971999818263694
128,19.998989628068514
128,20.03998780197955
129,19.979041073598758
129,20.037538293283692
129,19.94531370676519
129,19.986223063271876
129,20.031607732445813
130,20.05509937028392
130,19.974038955924154
130,19.95208108661535
130,19.906492981095152
130,20.020146914551354
131,20.03732602020971
131,20.010907419159306
131,20.00585162724274
131,19.924910919896544
131,20.064651946334333
132,20.046215679375056
132,20.00444777334261
132,20.046532554896178
132,19.99862809220033
132,20.077777209355553
133,20.03734286685465
133,19.96241829819032
133,19.991651197550134
133,20.017542080393724
133,19.95708885062246
134,19.989159515934016
134,20.00219320750039
134,19.975299237015122
134,19.940384758617704
134,20.053920147748837
135,19.97398249435837
135,19.994145569465413
135,20.03291426074587
135,19.987576171106156
135,19.977118593244104
136,20.016462986051714
136,20.01565517337492
136,20.04783556163707
136,20.001033820462073
136,19.972045134817815
137,19.970671387153903
137,20.04233805861229
137,20.00814242658446
137,20.051089524255097
137,19.956608102247337
138,19.979209512210655
138,19.98088237907337
138,20.088026765005825
138,20.017412630641953
138,19.932549482738757
139,19.979854032836254
139,19.97893732239452
139,20.037653396775383
139,19.99453099002428
139,20.011465494821234
140,19.951010378416292
140,20.01752174167723
140,20.0475592884264
140,19.904245398183647
140,20.023027945568355
